Value,Label
1.9746467165419785,1
1.9746467165419785,1
1.864921030756442,1
2.0070656691604323,1
2.0070656691604323,1
1.9746467165419785,1
1.9746467165419785,1
1.9584372402327512,1
1.9584372402327512,1
1.990856192851205,1
1.9621778886118038,1
1.9621778886118038,1
1.7917705735660847,1
1.7917705735660847,1
2.051537822111388,1
2.1330008312551954,1
2.1330008312551954,1
2.2223607647547796,1
2.2223607647547796,1
2.4621778886118038,1
2.4621778886118038,1
2.693682460515378,1
2.600166251039069,1
2.600166251039069,1
2.2589359933499584,1
2.2589359933499584,1
2.1330008312551954,1
1.9866999168744803,1
1.9866999168744803,1
2.100581878636741,1
2.100581878636741,1
2.1047381546134662,1
2.1047381546134662,1
2.311720698254364,1
2.173732335827099,1
2.173732335827099,1
2.2589359933499584,1
2.2589359933499584,1
2.0964256026600165,1
1.836242726517041,1
1.836242726517041,1
2.3362427265170407,1
2.3362427265170407,1
2.2427265170407313,1
2.173732335827099,1
2.173732335827099,1
2.051537822111388,1
2.051537822111388,1
1.99501246882793,1
1.99501246882793,1
1.897339983374896,1
1.7996674979218619,1
1.7996674979218619,1
1.738985868661679,1
1.738985868661679,1
1.7468827930174564,1
1.7468827930174564,1
1.6209476309226933,1
1.4218620116375726,1
1.4218620116375726,1
1.3815461346633415,1
1.3815461346633415,1
1.5723192019950125,1
1.5885286783042394,1
1.5885286783042394,1
1.454696591853699,1
1.454696591853699,1
1.364921030756442,1
1.5357439733998337,1
1.5357439733998337,1
1.5723192019950125,1
1.5723192019950125,1
1.4218620116375726,1
1.4218620116375726,1
1.5033250207813798,1
1.7672485453034081,1
1.7672485453034081,1
1.4991687448046551,1
1.4991687448046551,1
1.4871155444721529,1
1.4871155444721529,1
1.63715710723192,1
1.6778886118038236,1
1.6778886118038236,1
1.6575228595178717,1
1.6575228595178717,1
1.5885286783042394,1
1.836242726517041,1
1.836242726517041,1
1.7755610972568578,1
1.7755610972568578,1
1.9422277639235244,1
1.9422277639235244,1
1.7186201163757273,1
1.7144638403990022,1
1.7144638403990022,1
1.6334164588528677,1
1.6334164588528677,1
1.5602660016625103,1
1.3894430590191187,1
1.3894430590191187,1
1.2352452202826267,1
1.2352452202826267,1
1.1334164588528677,1
1.1334164588528677,1
1.1783042394014962,1
1.2472984206151287,1
1.2472984206151287,1
1.1496259351620948,1
1.1496259351620948,1
1.364921030756442,1
1.5968412302576889,1
1.5968412302576889,1
1.462593516209476,1
1.462593516209476,1
1.3162926018287613,1
1.3162926018287613,1
1.4139650872817955,1
1.385286783042394,1
1.385286783042394,1
1.6699916874480465,1
1.5968412302576889,1
1.5968412302576889,1
1.7024106400665004,1
1.7024106400665004,1
1.625103906899418,1
1.625103906899418,1
1.4584372402327515,1
1.5315876974231089,1
1.5315876974231089,1
1.5236907730673317,1
1.5236907730673317,1
1.2797173732335825,0
1.2797173732335825,0
1.226932668329177,0
1.226932668329177,0
1.1255195344970905,0
1.1862011637572734,0
1.1862011637572734,0
1.4343308395677474,0
2.0760598503740644,0
2.0760598503740644,0
2.0353283458021614,0
2.0353283458021614,0
1.7186201163757273,0
1.7186201163757273,0
1.6209476309226933,0
1.5519534497090606,0
1.5519534497090606,0
1.3487115544472152,0
1.3487115544472152,0
1.2190357439733999,0
1.0440565253532832,0
1.0440565253532832,0
0.8898586866167914,0
0.8898586866167914,0
0.8329177057356608,0
0.8329177057356608,0
0.7394014962593516,0
0.6620947630922692,0
0.6620947630922692,0
0.5648379052369077,0
0.5648379052369077,0
0.5648379052369077,0
0.5648379052369077,0
0.5037406483790523,0
0.46300914380714875,0
0.46300914380714875,0
0.44264339152119697,0
0.44264339152119697,0
0.3819617622610141,0
0.3453865336658354,0
0.3453865336658354,0
0.3250207813798836,0
0.3250207813798836,0
0.3615960099750623,0
0.35328345802161265,0
0.35328345802161265,0
0.3250207813798836,0
0.3250207813798836,0
0.3208645054031588,0
0.3208645054031588,0
0.33707398171238573,0
0.33333333333333326,0
0.33333333333333326,0
0.3453865336658354,0
0.3453865336658354,0
0.3167082294264339,0
0.3167082294264339,0
0.3412302576891105,0
0.3167082294264339,0
0.3167082294264339,0
0.2967581047381546,0
0.2967581047381546,0
0.27639235245220284,0
0.29260182876142976,0
0.29260182876142976,0
0.300498753117207,0
0.2884455527847049,0
0.2884455527847049,0
0.30465502909393183,0
0.30465502909393183,0
0.3291770573566085,0
0.3291770573566085,0
0.3208645054031588,0
0.3208645054031588,0
0.3088113050706567,0
0.27639235245220284,0
0.27639235245220284,0
0.300498753117207,0
0.300498753117207,0
0.300498753117207,0
0.300498753117207,0
0.28428927680798005,0
0.25187032418952615,0
0.25187032418952615,0
0.23981712385702408,0
0.23981712385702408,0
0.27639235245220284,0
0.2884455527847049,0
0.2884455527847049,0
0.3208645054031588,0
0.3208645054031588,0
0.3088113050706567,0
0.2884455527847049,0
0.2884455527847049,0
0.2639235245220283,0
0.2639235245220283,0
0.29260182876142976,0
0.29260182876142976,0
0.3208645054031588,0
0.3088113050706567,0
0.3088113050706567,0
0.28428927680798005,0
0.28428927680798005,0
0.2801330008312552,0
0.2801330008312552,0
0.3495428096425602,0
0.33333333333333326,0
0.33333333333333326,0
0.30465502909393183,0
0.30465502909393183,0
0.300498753117207,0
0.29260182876142976,0
0.29260182876142976,0
0.30465502909393183,0
0.30465502909393183,0
0.31296758104738154,0
0.30465502909393183,0
0.30465502909393183,0
0.26807980049875313,0
0.26807980049875313,0
0.26807980049875313,0
0.3167082294264339,0
0.3167082294264339,0
0.3495428096425602,0
0.3495428096425602,0
0.30465502909393183,0
0.30465502909393183,0
0.26807980049875313,0
0.2639235245220283,0
0.2639235245220283,0
0.26807980049875313,0
0.26807980049875313,0
0.2601828761429759,0
0.2601828761429759,0
0.23150457190357437,0
0.24397339983374897,0
0.24397339983374897,0
0.256026600166251,0
0.256026600166251,0
0.3208645054031588,0
0.2884455527847049,0
0.2884455527847049,0
0.2801330008312552,0
0.2801330008312552,0
0.2801330008312552,0
0.2801330008312552,0
0.27639235245220284,0
0.2967581047381546,0
0.2967581047381546,0
0.2884455527847049,0
0.2884455527847049,0
0.2884455527847049,0
0.2884455527847049,0
0.2884455527847049,0
0.2801330008312552,0
0.2801330008312552,0
0.27639235245220284,0
0.27639235245220284,0
0.28428927680798005,0
0.2601828761429759,0
0.2601828761429759,0
0.24397339983374897,0
0.24397339983374897,0
0.22360764754779716,0
0.272236076475478,0
0.272236076475478,0
0.3453865336658354,0
0.3453865336658354,0
0.3291770573566085,0
0.2967581047381546,0
0.2967581047381546,0
0.2601828761429759,0
0.2601828761429759,0
0.2801330008312552,0
0.2801330008312552,0
0.3291770573566085,0
0.31296758104738154,0
0.31296758104738154,0
0.272236076475478,0
0.272236076475478,0
0.2477140482128013,1
0.2477140482128013,1
0.22734829592684952,1
0.22734829592684952,1
0.3291770573566085,1
0.300498753117207,1
0.300498753117207,1
0.272236076475478,1
0.272236076475478,1
0.23981712385702408,1
0.2601828761429759,1
0.2601828761429759,1
0.3291770573566085,1
0.3291770573566085,1
0.2967581047381546,1
0.2967581047381546,1
0.300498753117207,1
0.30465502909393183,1
0.30465502909393183,1
0.3291770573566085,1
0.3291770573566085,1
0.45511221945137154,1
0.45511221945137154,1
0.544472152950956,1
0.7273482959268495,1
0.7273482959268495,1
0.6338320864505402,1
0.6338320864505402,1
0.7801330008312551,1
0.8694929343308395,1
0.8694929343308395,1
0.8408146300914381,1
0.8408146300914381,1
0.800498753117207,1
0.9750623441396509,1
0.9750623441396509,1
1.3121363258520362,1
1.3121363258520362,1
1.4139650872817955,1
1.4139650872817955,1
1.401496259351621,1
1.4056525353283458,1
1.4056525353283458,1
1.340814630091438,1
1.340814630091438,1
2.014962593516209,1
2.014962593516209,1
1.8487115544472152,1
1.6899418121363259,1
1.6899418121363259,1
1.9218620116375726,1
1.8403990024937655,1
1.8403990024937655,1
1.9093931837073979,1
1.9093931837073979,1
2.2427265170407313,1
2.2427265170407313,1
2.1330008312551954,1
2.185785536159601,1
2.185785536159601,1
1.99501246882793,1
1.99501246882793,1
2.014962593516209,1
2.014962593516209,1
1.8487115544472152,1
1.7996674979218619,1
1.7996674979218619,1
1.7265170407315045,1
1.7265170407315045,1
1.8121363258520364,1
1.8121363258520364,1
1.6737323358270988,1
1.7876142975893596,1
1.7876142975893596,1
1.738985868661679,1
1.738985868661679,1
1.9056525353283458,1
2.011221945137157,1
2.011221945137157,1
1.7755610972568578,1
1.7755610972568578,1
1.592684954280964,1
1.5681629260182874,1
1.5681629260182874,1
1.5477971737323357,1
1.5477971737323357,1
1.3894430590191187,1
1.3894430590191187,1
1.226932668329177,1
1.6658354114713216,1
1.6658354114713216,1
1.4098088113050706,1
1.4098088113050706,1
1.3121363258520362,1
1.3121363258520362,1
1.8524522028262673,1
1.755195344970906,1
1.755195344970906,1
1.722776392352452,1
1.722776392352452,1
1.8487115544472152,1
1.5843724023275143,1
1.5843724023275143,1
2.027431421446384,1
2.027431421446384,1
1.897339983374896,1
1.7876142975893596,1
1.7876142975893596,1
1.6172069825436408,1
1.6172069825436408,1
1.5236907730673317,1
1.5236907730673317,1
1.5602660016625103,1
1.5602660016625103,1
1.6737323358270988,1
1.5274314214463838,1
1.5274314214463838,1
1.6737323358270988,1
1.6737323358270988,1
1.9584372402327512,1
1.8931837073981712,1
1.8931837073981712,1
2.0881130507065664,1
2.0881130507065664,1
2.2223607647547796,1
2.327930174563591,1
2.327930174563591,1
2.425602660016625,1
2.425602660016625,1
2.2955112219451372,1
2.2955112219451372,1
2.165419783873649,1
1.9663341645885288,1
1.9663341645885288,1
1.803823773898587,1
1.803823773898587,1
1.7024106400665004,1
1.4301745635910224,1
1.4301745635910224,1
1.3894430590191187,1
1.3894430590191187,1
1.5681629260182874,1
1.5723192019950125,1
1.5723192019950125,1
1.6047381546134662,1
1.6047381546134662,1
1.7431421446384037,1
1.7431421446384037,1
1.629260182876143,1
1.5399002493765583,1
1.5399002493765583,1
1.5723192019950125,1
1.5723192019950125,1
1.6940980881130507,1
1.6899418121363259,1
1.6899418121363259,1
1.7265170407315045,1
1.7265170407315045,1
1.5399002493765583,1
1.5399002493765583,1
2.153366583541147,1
2.1047381546134662,1
2.1047381546134662,1
1.8524522028262673,1
1.8524522028262673,1
1.5236907730673317,1
1.3611803823773898,1
1.3611803823773898,1
1.63715710723192,1
1.63715710723192,1
1.6899418121363259,1
1.6899418121363259,1
1.730673316708229,1
1.6982543640897754,1
1.6982543640897754,1
1.7348295926849542,1
1.7348295926849542,1
2.043640897755611,1
1.925602660016625,1
1.925602660016625,1
1.7431421446384037,0
1.7431421446384037,0
1.8566084788029924,0
1.653366583541147,0
1.653366583541147,0
1.7103075644222774,0
1.7103075644222774,0
1.5723192019950125,0
1.5968412302576889,0
1.5968412302576889,0
1.5399002493765583,0
1.5399002493765583,0
1.5843724023275143,0
1.738985868661679,0
1.738985868661679,0
1.5561097256857856,0
1.5561097256857856,0
1.3935993349958435,0
1.2065669160432253,0
1.2065669160432253,0
0.9995843724023274,0
0.9995843724023274,0
0.8898586866167914,0
0.8898586866167914,0
0.8449709060681629,0
0.7069825436408977,0
0.7069825436408977,0
0.6134663341645885,0
0.6134663341645885,0
0.5324189526184538,0
0.5324189526184538,0
0.47132169576059846,0
0.4023275145469659,0
0.4023275145469659,0
0.4023275145469659,0
0.4023275145469659,0
0.38611803823773894,0
0.3657522859517871,0
0.3657522859517871,0
0.3208645054031588,0
0.3208645054031588,0
0.3250207813798836,0
0.3291770573566085,0
0.3291770573566085,0
0.3412302576891105,0
0.3412302576891105,0
0.3291770573566085,0
0.3453865336658354,0
0.3453865336658354,0
0.3088113050706567,0
0.3088113050706567,0
0.3291770573566085,0
0.3291770573566085,0
0.33707398171238573,0
0.29260182876142976,0
0.29260182876142976,0
0.27639235245220284,0
0.27639235245220284,0
0.2967581047381546,0
0.2967581047381546,0
0.3088113050706567,0
0.3250207813798836,0
0.3250207813798836,0
0.3453865336658354,0
0.3453865336658354,0
0.30465502909393183,0
0.3167082294264339,0
0.3167082294264339,0
0.30465502909393183,0
0.30465502909393183,0
0.2801330008312552,0
0.2967581047381546,0
0.2967581047381546,0
0.33333333333333326,0
0.33333333333333326,0
0.2967581047381546,0
0.2967581047381546,0
0.25187032418952615,0
0.272236076475478,0
0.272236076475478,0
0.27639235245220284,0
0.27639235245220284,0
0.23981712385702408,0
0.23981712385702408,0
0.2639235245220283,0
0.27639235245220284,0
0.27639235245220284,0
0.23566084788029923,0
0.23566084788029923,0
0.256026600166251,0
